FA_LIT_ID;Met_structure;Metaphor;Translation (Eng);Source;Author;Type_of_text;Original_context;Length_context;Order_type;W1;Length_W1;Frequency_W1MetaLit;Concreteness_W1MetaLit;W2;Length_W2 ;Frequency_W2MetaLit;Concreteness_W2MetaLit;SemanticDistanceMetaLit;Bambini et al. (2014)
FA_LIT360;Genitive;sussurro di foglie;whisper of leaves;Maternità;Negri, Ada;POEM;"il frondoso giardino
    è tutto un cantare di passeri,
    è tutto un susurro di foglie
      nel fresco mattino";29;VT;sussurro;8;8;;foglie;6;147;4,246399583;0,723432302;N
FA_LIT361;Genitive;urlo di mare;howl of the sea;Maternità;Negri, Ada;POEM;"mpie la stretta valle che s’infossa
    fra i monti—e sale, e pare urlo di mare,
    l’eco de gli opifici a soverchiare
    come rombo di popoli in sommossa";36;VT;urlo;4;18;3,997381703;mare;4;585;4,006714985;0,716587603;N
FA_LIT362;Genitive;torrente di vita;torrent of life;Maternità;Negri, Ada;POEM;"Torrente di vita che rompi
    le viscere d’Eva, a nutrire
    la gioia e il vigor de la terra,
      maternità";30;VT;torrente;8;25;4,343598708;vita;4;2764;2,883124323;0,793273091;N
FA_LIT363;Genitive;vento di libertà;wind of freedom;Maternità;Negri, Ada;POEM;"vento di libertà, di giovinezza,
    soffio di primavere
    sepolte, belle come messaggere
    di gloria, piene d’ali e di bufere
    vïolente e d’immemore dolcezza!";35;VT;vento;5;285;3,830485486;libertà;7;393;2,215484161;0,783256769;N
FA_LIT364;Genitive;ombra di sogno;shadow of dream;Maternità;Negri, Ada;POEM;"T’avvolge la mia chioma nera,
    ombra di sogno e sfavillìo di spada.";15;VT;ombra;5;184;2,844800875;sogno;5;377;3,246014585;0,747649014;N
FA_LIT365;Genitive;onda di amore;wave of love;Maternità;Negri, Ada;POEM;"uno spasimo strano, una diffusa
    onda di amore irruppe ne la chiusa
    sua vita";21;VT;onda;4;103;3,512238631;amore;5;1097;2,978012993;0,709284902;N
FA_LIT366;Genitive;culla di fango;cradle of mud;Maternità;Negri, Ada;POEM;A la tua culla di fango il furïoso uragano s’abbatte.;10;TV;culla;5;31;4,192874526;fango;5;51;4,697372927;0,808864996;N
FA_LIT367;Genitive;crepuscoli di pace;twilight of peace;Maternità;Negri, Ada;POEM;E ancor nel sogno l’accarezzi, come ne gli spenti crepuscoli di pace;12;VT;crepuscoli;10;9;;pace;4;3;2,756474807;0,79344359;N
FA_LIT368;Genitive;fiori di neve;flowers of snow;Maternità;Negri, Ada;POEM;"La Morta è vestita di bianco
    come una fanciulla, con fiori
    di neve sul petto, sul fianco;";23;VT;fiori;5;1;4,523380805;neve;4;175;4,615662717;0,694009542;N
FA_LIT369;Genitive;larve di minaccia;larvae of menace;Maternità;Negri, Ada;POEM;"Strisciano larve di minaccia avvolte
    Lungo il viscido e freddo orror de’ muri";17;VT;larve;5;20;4,070181571;minaccia;8;94;3,156146723;0,887825362;N
FA_LIT370;Genitive;occhi di sole;eyes of sunshine;Dal profondo;Negri, Ada;POEM;"I tuoi capelli
    battenti il dorso eran color del rame,
    tutti a riccioli, vivi uno per uno:
    e verdastri e mutevoli i tuoi occhi
    di sole e d’onda";40;TV;occhi;5;972;4,098409381;sole;4;469;3,999063217;0,764941767;N
FA_LIT371;Genitive;occhi di luce;eyes of light;Dal profondo;Negri, Ada;POEM;"Occhi di luce e di malia,
    occhioni ardenti ov’io misi una fiamma
    del rogo mio, voi vi socchiuderete
    un giorno, per celar l’ombre inquiete
    d’un sogno agli occhi della vostra mamma";43;TV;occhi;5;972;4,098409381;luce;4;585;3,436777643;0,625786275;N
FA_LIT372;Genitive;voce di campane;voice of bells;Dal profondo;Negri, Ada;POEM;"Malinconia delle città lontane
    ove le sembra d’essere sperduta,
    ove ogni cosa agli occhi, al cuore è muta,
    voce di folla e voce di campane";36;VT;voce;4;757;3,285719327;campane;7;9;4,515515871;0,766148403;N
FA_LIT373;Genitive;alone di note;halo of notes;Esilio;Negri, Ada;POEM;"Canti come ridi,
    come parli. Hai nel canto una ragione
    di vita. Ondeggi e splendi in un alone
    di note";30;VT;alone;5;11;3,269202469;note;4;102;3,352992077;0,840842798;N
FA_LIT374;Genitive;voragini di luce;chasms of light;Esilio;Negri, Ada;POEM;"Ella, ella sola t’è fedele: abissi
    d’ombra, immense voragini di luce
    ti scopre: a regni d’èstasi t’adduce
    per mano, e, s’ella vuole, il sol tu fissi.";35;VT;voragini;8;4;;luce;4;585;3,436777643;0,792446986;N
FA_LIT375;Genitive;estasi di fiori;ecstasy of flowers;L'Imperatore Giovanni l'Apostata;Negri, Gaetano;PROSE;"A riva è tutta un'estasi
        Di fiori e di canzoni.";18;VT;estasi;6;26;3,169844227;fiori;5;1;4,523380805;0,824836254;N
FA_LIT376;Genitive;febbre di fiamma;fever of flame;La rovina;Novaro, Angiolo Silvio;PROSE;"E tutto quest'oggi mi son nutrito di questa certezza, ho vissuto di
questa febbre di fiamma e di abisso";19;TV;febbre;6;68;3,98151148;fiamma;6;60;4,01279983;0,653753489;N
FA_LIT377;Genitive;deserto di uomini;desert of men;Al di là;Oriani, Alfredo;PROSE;"Sinonimo fiacco, indegno di Victor Hugo, perchè la solitudine non è già nel cimitero o nella Tebaide, sibbene in un deserto di uomini, quando nella folla che vi circonda non sorge grido che vi scuota, non spicca fisonomia che vi commuova; quando gli edifizii che vi rovinano intorno non hanno più forza di farvi rivolgere il capo,
quando la morte che vi ammazza dappresso non vi dà nè piacere nè dolore; quando in questo oceano umano le onde si accavallano senza sollevarvi o si appianano senza rivelarvi nulla, quando niente e nessuno vi tocca e
vi si associa.";96;VT;deserto;7;106;3,802585711;uomini;6;1269;3,473338327;0,80714938;N
FA_LIT378;Genitive;onde di fumo;waves of smoke;Al di là;Oriani, Alfredo;PROSE;"Dall'orlo estremo della
roccia, sulla quale già irrompeva la lava in onde di fumo e di fuoco,
spiccare un salto e giù nell'abisso: più nulla, eternamente più nulla.";28;VT;onde;4;1;3,135131388;fumo;4;109;3,846298391;0,767584518;N
FA_LIT379;Genitive;sogni di paradiso;dreams of paradise;Al di là;Oriani, Alfredo;PROSE;"Ho letto già di una fata, che aveva un origliere, sul quale potendo
dormire si facevano sogni di paradiso e che la fata era obbligata a realizzare";26;TV;sogni;5;177;3,312287632;paradiso;8;85;3,787907924;0,69171989;N
FA_LIT380;Genitive;tempesta di rammarichi;storm of regrets;Al di là;Oriani, Alfredo;PROSE;"Se verrete una volta sul mio letto sarò consolata per sempre, perchè ad
ogni tempesta di rammarichi mi vi andrò a sdraiare, e baciando i
cuscini, dove affondò la vostra testa, mi sembrerà di baciarvi sulle
labbra";34;VT;tempesta;8;68;3,902792077;rammarichi;10;29;;0,824913785;N
FA_LIT381;Genitive;canto di morte;song of death;Monotonie;Oriani, Alfredo;POEM;"Invano con convulse dita
    tenti la cetra del tuo biondo Apollo
    a tal canto di morte — o mio poeta,
                    è d'avorio la cetra";50;TV;canto;5;111;3,138419975;morte;5;799;3,13825832;0,85766308;N
FA_LIT382;Genitive;fame di luce;hunger of light;Monotonie;Oriani, Alfredo;POEM;"Canta la fame dei poppanti, orrenda
    fame di vecchi e di malati, orrenda
    fame di luce, di saper, d'amore,
                la fame della vita";45;VT;fame;4;173;3,657239245;luce;4;585;3,436777643;0,716138899;N
FA_LIT383;Genitive;brividi di luce;shivers of light;No;Oriani, Alfredo;PROSE;"Spesso le pareva di rivederla
trasfigurata dalla passione, come in quella notte fatale piegando
Enrico quasi in due nella stretta spasmodica dell'abbraccio, con una
pallidezza di spettro e tutto il corpo vibrante sotto quella veste di
raso nero, per la quale correvano brividi di luce elettrica";43;TV;brividi;7;32;3,795637025;luce;4;585;3,436777643;0,727358282;N
FA_LIT384;Genitive;lampo di orgoglio;flash of pride;No;Oriani, Alfredo;PROSE;"Ida fremè: un lampo di orgoglio
le bruciò negli occhi neri, come un lampo di saetta in fondo alla
notte";18;VT;lampo;5;45;3,799095307;orgoglio;8;109;2,595594136;0,797258183;N
FA_LIT385;Genitive;bufera di gesti;blizzard of gestures;Quartetto;Oriani, Alfredo;PROSE;"Questa violenta diatriba pronunciata con voce stridula e accompagnata da
una bufera di gesti sbaragliò per un momento tutto il coro degli elogi";22;VT;bufera;6;32;4,038273135;gesti;5;91;3,285778789;0,958321948;N
FA_LIT386;Genitive;esplosione di orgoglio;explosion of pride;Quartetto;Oriani, Alfredo;PROSE;"finalmente se ne sono accorti; hanno applaudito al miracolo! Te lo avevo
predetto — insistè con una esplosione di orgoglio dispettoso";20;VT;esplosione;10;89;3,58514946;orgoglio;8;109;2,595594136;0,72755897;N
FA_LIT387;Genitive;incendio di colori;fire of colors;Quartetto;Oriani, Alfredo;PROSE;"E saliremmo sempre: gli abeti bruni come
la folla degli uomini ed egualmente clamorosi stormirebbero al basso; i
ghiacciai arderebbero in alto con un incendio di colori e di scintille";28;VT;incendio;8;64;3,986425212;colori;6;306;3,957520212;0,868218318;N
FA_LIT388;Genitive;pioggia di sorrisi;rain of smiles;Quartetto;Oriani, Alfredo;PROSE;"Allora era un trionfo, una demenza di evviva, una
girandola di sguardi, una pioggia di sorrisi bianchi come i gelsomini; i
cortigiani erano scomparsi e le musiche tacevano";26;VT;pioggia;7;149;4,375526037;sorrisi;7;44;3,876160171;0,748550326;N
FA_LIT389;Genitive;luce di trionfo;light of triumph;Fino a Dogali;Oriani, Alfredo;PROSE;"nelle frequenti clamorose discussioni pochi riuscivano
ad intendersi; ma da tutte il suo carattere sacerdotale usciva
radiante in una luce di trionfo";20;VT;luce;4;585;3,436777643;trionfo;7;89;2,963839769;0,77059485;N
FA_LIT390;Genitive;incendio di gloria;fire of glory;Fino a Dogali;Oriani, Alfredo;PROSE;"e quando il sole
tramonta pare illuminarsi per le vetriate di un incendio di gloria";14;VT;incendio;8;64;3,986425212;gloria;6;64;3,402912448;0,915250823;N
FA_LIT391;Genitive;luce di zaffiro;light of sapphire;La disfatta;Oriani, Alfredo;PROSE;"Giorgi invece prendeva per
la propria musica le mosse dal paradiso di Dante; e se la parola e
l'immagine avevano rappresentato Cristo, la musica doveva esprimere lo
spirito, questo inaccessibile rimasto senza culto, e che veglia come
una luce di zaffiro in fondo a tutte le coscienze";44;TV;luce;4;585;3,436777643;zaffiro;7;4;4,105927367;0,776419252;N
FA_LIT392;Genitive;lagrime di ghiaccio;tears of ice;Ombre di occaso;Oriani, Alfredo;PROSE;"Tu avesti un nido, io no;
tu potesti amare la mia grondaia, alla quale l'inverno sospende così
lunghe lagrime di ghiaccio";21;VT;lagrime;7;3;;ghiaccio;8;80;4,121959495;0,840707287;N
FA_LIT393;Genitive;nube di merletti;cloud of lace;Ombre di occaso;Oriani, Alfredo;PROSE;"Qualche ricordo gli ondeggiava nella memoria di
un'altra grande città tumultuante, di qualcuno che veniva a guardarlo
nella cuna ravvolta entro una nube di merletti";24;VT;nube;4;9;4,04664355;merletti;8;4;4,327273665;0,907242633;N
FA_LIT394;Genitive;soffi di follia;breaths of madness;Ombre di occaso;Oriani, Alfredo;PROSE;"non era bella, ma il suo sorriso aveva
talvolta dei rossori di fiamma e la sua parola dei soffi di follia";20;VT;soffi;5;2;;follia;6;118;2,961739989;0,850407809;N
FA_LIT395;Genitive;vento di catastrofe;wind of catastrophe;Ombre di occaso;Oriani, Alfredo;PROSE;Ma un vento di catastrofe ne faceva già oscillare l'immenso scenario;12;VT;vento;5;285;3,830485486;catastrofe;10;33;3,225332455;0,805651084;N
FA_LIT396;Genitive;lampo di desiderio;flash of desire;Ombre di occaso;Oriani, Alfredo;PROSE;"Nelle sue pupille bruciò un
lampo di desiderio, ma il suo sorriso fu senza invidia";14;VT;lampo;5;45;3,799095307;desiderio;9;296;2,658870003;0,692721456;N
FA_LIT397;Genitive;bufere di collere;blizzards of wrath;Ombre di occaso;Oriani, Alfredo;PROSE;"Quell'anarca cencioso, che la vita non aveva potuto ospitare,
l'attraversava dentro a una muta bufera di collere e di pietà";21;VT;bufere;6;2;;collere;7;3;;0,5751113;N
FA_LIT398;Genitive;sillabe di morte;syllables of death;Fuochi di bivacco;Oriani, Alfredo;PROSE;"le idee sprizzavano da tutti i cozzi, squillavano dalle incudini, chiassavano nei mercati, prorompevano dalle università, sbucavano dalle botteghe,
poi, addensandosi nei giornali, vi si incendiavano come fieni estivi, mentre dal fondo oscuro, anonimo della plebe soffiava come un vento gelido e fetido, che sembrava gittare in alto dei singhiozzi di agonia e delle sillabe di morte";56;TV;sillabe;7;5;3,574917931;morte;5;799;3,13825832;0,883494467;N
FA_LIT399;Genitive;ali di fiamma;wings of flame;Fuochi di bivacco;Oriani, Alfredo;PROSE;"vi sarà uno sfogo alle idee, un controllo
a certe spese, un veicolo a taluni interessi; da quella sala tratto
tratto certe parole apriranno le grandi ali di fiamma e si involeranno
sino ai confini dell'impero, messaggere di resurrezione";38;TV;ali;3;76;4,080079827;fiamma;6;60;4,01279983;0,762276039;N
FA_LIT400;Genitive;armatura di ghiaccio;armor of ice;Fuochi di bivacco;Oriani, Alfredo;PROSE;"La vita vegetale non ha potuto penetrarvi, perchè la terra vi è
coperta di una armatura di ghiaccio";17;VT;armatura;8;7;4,140533797;ghiaccio;8;80;4,121959495;0,747503281;N
FA_LIT401;Genitive;battaglie di idee;battles of ideas;Fuochi di bivacco;Oriani, Alfredo;PROSE;"Invece, dell'uomo nessuna grandezza di pensiero appari dalla sua vita
di oramai un secolo, quando prete, vescovo e poi cardinale, poteva
appunto nella minore importanza degli uffici meglio significare
la propria originalità fra tante battaglie di idee religiose e
scientifiche";37;VT;battaglie;9;44;3,015239567;idee;4;300;2,155282402;0,613561273;N
FA_LIT402;Genitive;brividi di stelle;shivers of stars;Fuochi di bivacco;Oriani, Alfredo;PROSE;"E non il suo talento di attore, quasi sempre fin troppo scarso,
non la perfezione tecnica della sua gola, agiscono sul vostro spirito
destandone i sogni, che s'involano lungi tra ombre e trasparenze, tra
fantasmi e simboli, tra brividi di stelle e di lagrime";42;TV;brividi;7;32;3,795637025;stelle;6;172;3,769569444;0,830351859;N
FA_LIT403;Genitive;bufera di guerra;blizzard of war;Fuochi di bivacco;Oriani, Alfredo;PROSE;"e Napoleone, pallido, enorme,
chiuso in una bufera di guerra, che sconvolge il mondo e lo rinnova,
rigido nella volontà di un sogno falso e irresistibile, senza pietà
per gli uomini, che lo adorano e che egli gitta alla morte come un
pulviscolo fecondatore";41;VT;bufera;6;32;4,038273135;guerra;6;875;3,083195392;0,625695229;N
FA_LIT404;Genitive;bufera di sangue;blizzard of blood;Fuochi di bivacco;Oriani, Alfredo;PROSE;"La Convenzione atterriva ancora le anime coi ricordi tragici del suo avvento simile ad una bufera di sangue e di fango, che aveva tutto
rovesciato struggendo e fecondando, contrapponendo la Francia a sè
medesima e al mondo";35;VT;bufera;6;32;4,038273135;sangue;6;473;4,181390123;0,853750288;N
FA_LIT405;Genitive;bufera di tenebre;blizzard of darkness;Fuochi di bivacco;Oriani, Alfredo;PROSE;"Alla negra porta ombre scettrate e ombre illustri arrivano da gran
tempo con un segno speciale, e passano come da un mistero ad un altro più profondo, mentre un clamore lungo e sinistro si diffonde per l'impero percosso da una bufera di tenebre e di lampi";46;VT;bufera;6;32;4,038273135;tenebre;7;28;3,128905844;0,776610732;N
FA_LIT406;Genitive;coagulazioni di popoli;coagulations of peoples;Fuochi di bivacco;Oriani, Alfredo;PROSE;"La loro mastodontica struttura, talvolta il rapido crescere, la continuità delle guerre, le coagulazioni di popoli alle loro frontiere,
l'unità dinastica e religiosa burocratica dei lori governi esprimono un
segreto, compiono una volontà della storia";34;VT;coagulazioni;12;3;;popoli;6;71;2,73156733;0,853653461;N
FA_LIT407;Genitive;deserto di cristallo;desert of crystal;Fuochi di bivacco;Oriani, Alfredo;PROSE;"Nessuna tentazione di guadagno nel loro proposito, nessuna vanità di
regno nella conquista dell'impero sconosciuto, lassù, lontano, dove il
mare si rapprende in un deserto di cristallo, il giorno e la notte si
dividono l'anno a mezzo";36;TV;deserto;7;106;3,802585711;cristallo;9;33;3,965281938;0,704080701;N
FA_LIT408;Genitive;effervescenza di amore;effervescence of love;Fuochi di bivacco;Oriani, Alfredo;PROSE;"una improvvisa convulsa effervescenza di amore patrio, quando la
esistenza di nazione era minacciata all'interno o alle frontiere, una
gloria di olocausto, che si alzava nell'anima di qualcuno lanciandolo
alla morte nella tragica persuasione di giovare così alla salvezza
della propria gente";40;VT;effervescenza;13;3;;amore;5;1097;2,978012993;0,758618966;N
FA_LIT409;Genitive;fiore di sangue;flower of blood;Fuochi di bivacco;Oriani, Alfredo;PROSE;"Il giglio
rosso di Firenze spiccava sopra un fondo di argento e pareva un vivo
fiore di sangue";16;TV;fiore;5;92;4,303576455;sangue;6;473;4,181390123;0,732745945;N
FA_LIT410;Genitive;fioritura di uomini;bloom of men;Fuochi di bivacco;Oriani, Alfredo;PROSE;"Da Thiers a Waldek-Rousseau, forse la Francia non vide mai alla sommità
del proprio governo più ricca fioritura di uomini illustri e più
presto mietuti nelle battaglie parlamentari";26;VT;fioritura;9;23;3,302870374;uomini;6;1269;3,473338327;0,868073985;N
FA_LIT411;Genitive;giogaia di nuvole;dewlap of clouds;Fuochi di bivacco;Oriani, Alfredo;PROSE;"tutta la nostra arte, ogni qualvolta si
volga a guardare indietro, incontra il sacro poema, che le sbarra
l'orizzonte come una giogaia di nuvole fiammeggianti nell'altezza senza
misura del cielo";29;VT;giogaia;7;;;nuvole;6;54;4,284104231;0,806544796;N
FA_LIT412;Genitive;groviglio di corruzione;tangle of corruption;Fuochi di bivacco;Oriani, Alfredo;PROSE;"la sua aristocrazia non ha
più che partigiani, la sua incomparabile borghesia comunale è appena
una clientela, il suo popolo un groviglio di corruzione e di barbarie";25;VT;groviglio;9;17;3,327193238;corruzione;10;135;2,317144835;0,766727358;N
FA_LIT413;Genitive;incertezza di poesia;uncertainty of poetry;Fuochi di bivacco;Oriani, Alfredo;PROSE;"Dalle pareti, statue mezzane di
santi cappuccini pregano, colla faccia estatica, immobili in un gran
gesto di passione: e la vernice ha loro rifatta quasi la tonaca, e sono
calvi, lucidi, ingenui, puliti: ma l'ombra della chiesa ridà loro una
incertezza di poesia come in un mistero di lontananza";47;TV;incertezza;10;78;1,819930275;poesia (?) -;12;105;;0,800177321;N
FA_LIT414;Genitive;onda di sorriso;wave of smile;Fuochi di bivacco;Oriani, Alfredo;PROSE;"mentre l'odio, indispensabile nella
lotta per la vita, si quietava improvvisamente e un'onda di sorriso
ammolliva tutte le fisonomie";19;VT;onda;4;103;3,512238631;sorriso;7;255;3,848824007;0,864074886;N
FA_LIT415;Genitive;tappezzeria di sassi;tapestry of stones;Fuochi di bivacco;Oriani, Alfredo;PROSE;"è più piccola di una stanza, ha dinanzi una cancellata, dentro una
tappezzeria di sassi, un pavimento di sabbia, un santo che sembra un
efebo, un Gesù bambino tagliato nello zucchero";29;VT;tappezzeria;11;10;4,703901605;sassi;5;37;4,730029076;0,750043362;N
FA_LIT416;Genitive;tempesta di controversie;storm of controversy;Fuochi di bivacco;Oriani, Alfredo;PROSE;"Forse ella ancora non capì tutta la profonda originalità
della Comune, oggi pure incompresa dopo tanta tempesta di controversie
e partigiana intensità di studi";22;VT;tempesta;8;68;3,902792077;controversie;12;13;2,490955538;0,750135824;N
FA_LIT417;Genitive;tempesta di nuvole;storm of clouds;Fuochi di bivacco;Oriani, Alfredo;PROSE;"indarno il medio evo parve una tempesta di nuvole entro un tramonto funereo, mentre i lineamenti del nuovo uomo e della nuova
società rigavano la sua tenebra come una sottile rete luminosa";31;VT;tempesta;8;68;3,902792077;nuvole;6;54;4,284104231;0,585526526;N
FA_LIT418;Genitive;tempeste di rivoluzioni;storm of revolutions;Fuochi di bivacco;Oriani, Alfredo;PROSE;"
In questa fine di secolo, dopo tanto straripare di correnti
democratiche e tempeste di rivoluzioni e avvento di genti nuove, egli
era riuscito a questo originale capolavoro di apparire ancora un re";30;VT;tempeste;8;9;3,658501148;rivoluzioni;11;12;2,452055128;0,539905399;N
FA_LIT419;Genitive;vento di gioia;wind of joy;Fuochi di bivacco;Oriani, Alfredo;PROSE;"Un vento di gloria e di gioia solleva l'anima d'Italia. Il duca degli
Abruzzi è ritornato dal polo dopo un lungo viaggio attraverso l'ultima
regione dell'inconoscibile";28;VT;vento;5;285;3,830485486;gioia;5;204;3,050767233;0,802554384;N
FA_LIT420;Genitive;vento di paura;wind of fear;Fuochi di bivacco;Oriani, Alfredo;PROSE;"Pare che un
vento di paura sia calato dalla bassa barriera degli Urali soffiando
sulle immense terre nere, che adesso maturano il miglior grano
d'Europa";23;VT;vento;5;285;3,830485486;paura;5;636;2,739373602;0,691480994;N
FA_LIT421;Genitive;girandola di sguardi;pinwheel of gazes;Quartetto;Oriani, Alfredo;PROSE;"Allora era un trionfo, una demenza di evviva, una
girandola di sguardi, una pioggia di sorrisi bianchi come i gelsomini; i
cortigiani erano scomparsi e le musiche tacevano";26;VT;girandola;9;12;4,553088333;sguardi;7;42;3,638882953;0,67143029;N
FA_LIT422;Genitive;fiamma di nuvole;flame of clouds;Il codice di Perelà;Palazzeschi, Aldo;PROSE;"Talvolta nei giorni d'estate, quando l'ora scende tra una fiamma
di nuvole dagli orli di fuoco ed il colore dell'ombra pénetra per
l'emisfero dondolante come le ventate immense di profumi che dalle
praterie di montagna salgono per invadere l'azzurrità";41;VT;fiamma;6;60;4,01279983;nuvole;6;54;4,284104231;0,806593314;N
FA_LIT423;Genitive;brividi di morte;chills of death;Il codice di Perelà;Palazzeschi, Aldo;PROSE;"Quello che io ho sofferto in quel giorno, quali spasimi crudeli, quali
brividi di morte, l'attendente corse all'uscio ma non potè uscire,
allora si pose in un cantone con due occhi quasi lagrimosi, e guardò,
guardò come un ebete sino alla fine";41;TV;brividi;7;32;3,795637025;morte;5;799;3,13825832;0,801998079;N
FA_LIT424;Genitive;cuore di fumo;heart of smoke;Il codice di Perelà;Palazzeschi, Aldo;PROSE;"— Quel suo cuore.... ch'ella sempre cercava.

— È quello di Perelà.

— Un cuore di fumo";16;TV;cuore;5;630;3,874763696;fumo;4;109;3,846298391;0,768035114;N
FA_LIT425;Genitive;stagno di mercurio;pond of mercury;Il codice di Perelà;Palazzeschi, Aldo;PROSE;"Rimasi ferma, immobile, e immobile lui: lo specchio! E l'imagine sopra
vi si avvicinò, vi si avvicinò, come ad immergersi in uno stagno di
mercurio";24;TV;stagno;6;18;4,269306806;mercurio;8;12;4,056468804;0,599097729;N
FA_LIT426;Genitive;giostra di colori;carousel of colors;Il Re bello;Palazzeschi, Aldo;PROSE;"er quanto i festeggiamenti, che
avrebbero dovuto avvenire strepitosi, fossero stati rimandati per la
malattia del Re, i cittadini tutti fino dai grigiori dell'alba si
aggiravano cupamente sopra la piazza dei Settantasette che avrebbe
dovuto essere una giostra di colori, un vulcano di gioia e di felicità,
ed era invece grigia e muta in quell'alba";52;VT;giostra;7;16;4,21219156;colori;6;306;3,957520212;0,815604642;N
FA_LIT427;Genitive;tramonto di fiamme;sunset of flames;Il Re bello;Palazzeschi, Aldo;PROSE;"E gli dava
un'anima, un corpo, tutto un amore, tutta un'angoscia, un dolore, tutta
una purità. Era l'inaspettato tramonto di fiamme dopo una giornata
limpida, adamantina";27;TV;tramonto;8;59;3,856896861;fiamme;6;85;4,007151105;0,725560695;N
FA_LIT428;Genitive;vulcano di gioia;volcano of joy;Il Re bello;Palazzeschi, Aldo;PROSE;"er quanto i festeggiamenti, che
avrebbero dovuto avvenire strepitosi, fossero stati rimandati per la
malattia del Re, i cittadini tutti fino dai grigiori dell'alba si
aggiravano cupamente sopra la piazza dei Settantasette che avrebbe
dovuto essere una giostra di colori, un vulcano di gioia e di felicità,
ed era invece grigia e muta in quell'alba";52;VT;vulcano;7;21;4,19087347;gioia;5;204;3,050767233;0,876757428;N
FA_LIT429;Genitive;nebbia di convenzionalismo;fog of conventionalism;Morti e viventi;Panzacchi, Enrico;PROSE;"O che aveva mai di così singolarmente diverso dagli
altri italiani infuso madre natura in questo uomo che, mentre gli altri
correvano alla imitazione servile, all'artificiato e al falso e mentre
per gli altri una gran nebbia di convenzionalismo si interponeva fra la
mente e la vita, da solo, riesce a prendere tranquillamente la via del
naturale, come se nessuna altra via fosse aperta dinanzi a lui";63;VT;nebbia;6;77;3,958623336;convenzionalismo;16;;;0,832044959;N
FA_LIT430;Genitive;profumo di eleganze;scent of elegances;Donne e poeti;Panzacchi, Enrico;PROSE;"Nei versi a Gino
Rocchi, tutti squisitezza e profumo di eleganze e di ricordi classici,
questa idea ritorna ed è svolta e colorita più precisamente.";23;VT;profumo;7;117;3,979465447;eleganze;8;2;;0,690687895;N
FA_LIT431;Genitive;corpo di alabastro;body of alabaster;La lanterna di Diogene;Panzini, Alfredo;PROSE;"Quel suo corpo di
alabastro pareva soffrire al peso delle troppe vesti.";11;TV;corpo;5;739;3,681663962;alabastro;9;5;4,643954581;0,758770481;N
FA_LIT432;Genitive;lacrime di polvere;tears of dust;La lanterna di Diogene;Panzini, Alfredo;PROSE;"pesanti
mobili — cassapanche, canterani, tracantoni — i quali, se fossero stati
smossi, avrebbero fatto piangere lacrime di polvere e di calcinaccio
alle pareti";21;VT;lacrime;7;162;4,114575412;polvere;7;125;4,428558081;0,672107667;N
FA_LIT433;Genitive;occhi di fuoco;eyes of fire;La lanterna di Diogene;Panzini, Alfredo;PROSE;"Oh, ma fu lo stesso la notte del terrore quella! Due occhi di fuoco
avanzavano, lenti lenti, per la via, bianca sotto la luna; e un grido
ogni tanto, un grido che riempiva la notte e le impaurite si buttavano
contro la siepi";40;VT;occhi;5;972;4,098409381;fuoco;5;559;4,179325065;0,713694841;N
FA_LIT434;Genitive;ombra di tedio;shadow of tedium;La lanterna di Diogene;Panzini, Alfredo;PROSE;"«Concedi — o divina — che io
pure gusti il sapore delle carni che vestono la tua anima, e di cui già
altri saziasti». Anima? coscienza? pensiero? ombra di tedio interiore?";29;VT;ombra;5;184;2,844800875;tedio;5;1;;0,725538015;N
FA_LIT435;Genitive;ombrelli di verdura;umbrellas of vegetables;La lanterna di Diogene;Panzini, Alfredo;PROSE;"i pini, ogni volta che il vapore vi passa,
sembrano occhieggiare, con curiosità, e paura insieme, il mostro di
fuoco dall'alto dei loro ombrelli di verdura, e se non avessero le
radici, fuggirebbero";32;VT;ombrelli;8;9;4,787510471;verdura;7;30;4,661397464;0,756876856;N
FA_LIT436;Genitive;lampo di tenerezza;flash of tenderness;La Madonna di Mamà : Romanzo del tempo della guerra;Panzini, Alfredo;PROSE;Ma la pupilla di lei ravvolse il fanciullo di un lampo di tenerezza;13;VT;lampo;5;45;3,799095307;tenerezza;9;60;2,905119912;0,76634714;N
FA_LIT437;Genitive;valle di dolore;valley of sorrow;Io cerco moglie;Panzini, Alfredo;PROSE;"Questo sono io!

In questa valle di dolore e di lagrime ho l’onore di trovarmi bene";15;VT;valle;5;64;4,143917638;dolore;6;296;3,287649565;0,830107972;N
FA_LIT438;Genitive;luna di platino;moon of platinum;Prose (1880-1890);Pascarella, Cesare;PROSE;"La luna di platino, il cielo
di cobalto, le nubi di madreperla, le foreste di ametista, le radiche
degli alberi fatte di vipere morte, i pioppi consapevoli e discreti,
i fiumi fedeli, i cefali bianchi e le altre mille cose straordinarie,
che io avevo lette tante volte in poesia, ed ero certo di trovare
qui in prosa, le ho ancora da vedere";57;TV;luna;4;176;4,145151041;platino;7;8;3,868441863;0,858532459;N
