ID;Met_structure;Metaphor;Translation (english);Source;Author;Type_of_text;Introductory_sentence;Original_context;length_context;Structure_type;Word1;Length_topic;Frequency_topic;Concreteness_topic;Word2;Length_vehicle;Frequency_vehicle;Concreteness_vehicle;SemanticDistance;Cloze_probability_withoucontext;Familiarity_withoutcontext;Concreteness_withoutcontext;Difficulty_withoutcontext;Meaningfulness_withoutcontext;Gulpease_incontext;Cloze_probability_incontext;Familiarity_incontext;Concreteness_incontext;Difficulty_incontext;Meaningfulness_incontext;Bambini et al. (2014);IUSS NEPLab MetaLiterary study
FA_LIT165;Genitive;torrenti di melodia;torrents of melody;Pietro Mascagni, con nota delle opere e ritratto;Bastianelli, Giannotto;PROSE;;"La vena lirica del
Mascagni si riapre, versa torrenti di melodia";10;VT;torrenti;7;44;3,286;melodia;8;33;4,219;0,748;;;;;;;;;;;;N;Y
FA_LIT328;Genitive;torrenti di stelle;torrents of stars;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;"Ecco già che il Vulcano,
  per inebbriarti,
  versa copiosi torrenti di stelle";14;VT;torrenti;6;261;3,77;stelle;8;33;4,219;0,971;;;;;;;;;;;;N;Y
FA_LIT208;Genitive;torrenti di vita;torrents of life;Ricordi di Parigi;De Amicis, Edmondo;PROSE;;"Per me, penso ai suoi cinquanta volumi, pieni d'ispirazioni e di
fatiche, in cui si rivela col genio prepotente una volontà
indomabile o una tempra fisica d'acciaio; penso ai torrenti di vita
che uscirono dal suo petto, all'amore immenso che profuse";41;VT;torrenti;4;2829;2,883;vita;8;33;4,219;0,756;;;;;;;;;;;;N;Y
FA_LIT030;Genitive;fili di pioggia;threads of rain;Il turno;Pirandello;PROSE;Il brano si parla di un gruppo di giovani che trovno riparo dalla pioggia.;"La furia dell'acqua scemo? d'un tratto: per un momento parve che raggiornasse.
""Ma che! piove... guardate…""
I fili di pioggia cadevano si più? esili e radi, ma continui.";29;VT;fili;7;183;4,376;pioggia;4;272;4,243;0,819;0;3,333;3,533;2,133;3,733;;;;;;;Y;N
FA_LIT097;Genitive;stagno di buio;pond of dark;L’Allegria;Ungaretti;POEM;In questo brano un uomo descrive i suoi sentimenti  notturni.;Quale canto s'è levato stanotte \ che intesse \ di cristallina eco del cuore \ le stelle \ Quale foresta sorgiva \ di cuore a nozze \ Sono stato \ uno stagno di buio \ Ora mordo \ come un bambino la mammella \ lo spazio \ Ora sono ubriaco \ d'universo. \;56;VT;stagno;4;126;3,942;buio;6;23;4,269;0,723;0;1,533;1,2;3,667;2;79;0;1,53;1,4;3,6;3,27;Y;N
FA_LIT458;Genitive;globi di fumo;globes of smoke;Lucifero;Rapisardi, Mario;POEM;;"Là un ebbro vil, che a lo straniero inneggia,
    Qui un eroe che ancor pugna, e cade esangue;
    Ed armi infrante e sparse membra ed adri
    Globi di fumo ed ulular di madri";43;VT;globi;4;117;3,846;fumo;5;15;4,284;0,719;;;;;;;;;;;;N;Y
FA_LIT358;Genitive;nuvole di fiori;clouds of flowers;Maternità;Negri, Ada;POEM;;"Coi rosei figli su le forti braccia
    di te veniam, fra sterpi e fango, in traccia;

    su te gettando, con l’amor che ignori,
    gioia di baci e nuvole di fiori;";39;VT;nuvole;5;410;4,523;fiori;6;79;4,284;0,757;;;;;;;;;;;;N;Y
FA_LIT164;Genitive;nuvole di polvere;clouds of dust;Al fronte (maggio-ottobre 1915);Barzini, Luigi;PROSE;;"Lunghe nuvole di polvere sorgevano basse, a strisce, mettendo qua e
là dei veli sulle piantagioni, avvolgendo villaggi, dissipandosi per
risorgere più vicino";21;VT;nuvole;7;139;4,429;polvere;6;79;4,284;0,784;;;;;;;;;;;;N;Y
FA_LIT501;Genitive;nuvole di profumo;clouds of perfume;Sciogli la treccia, Maria Maddalena;Verona, Guido da;PROSE;;"Gli alberi, gonfi di notte, carichi d’autunno,
facevano stridere sotto i nostri piedi qualche foglia gialla. Nei
giardini della terra di Guipuzcoa la vecchia estate si andava consumando
in nuvole di profumo";29;VT;nuvole;7;159;3,979;profumo;6;79;4,284;0,815;;;;;;;;;;;;N;Y
FA_LIT062;Genitive;nuvole di rami;clouds of branches;Il sentimento del tempo;Ungaretti;POEM;Questo brano descrive la crisi spirituale del poeta in guerra.;E tu non saresti che un sogno, Dio? \ Almeno un sogno, temerari, vogliamo ti somigli. \ E? parto della demenza più chiara. \ Non trema in nuvole di rami \ come passeri di mattina \ al filo delle palpebre.;41;VT;nuvole;4;99;4,093;rami;6;79;4,284;0,732;0;1,933;2,2;3,4;1,8;;;;;;;Y;N
FA_LIT045;Genitive;gradini del pensiero;stairs of the thought;Il fanciullino;Pascoli;PROSE;In questo brano l'autore descrive il dialogo con la sua voce interna.;Fanciullo, che non sai ragionare se non a modo tuo, un modo fanciullesco che si chiama profondo, perché d'un tratto, senza farci scendere a uno a uno i gradini del pensiero, ci trasporta nell'abisso della verità...;38;VT;gradini;8;426;1,998;pensiero;7;59;4,292;0,886;0;1,8;1,333;3,267;2,467;;;;;;;Y;N
FA_LIT101;Genitive;teschio di corallo;skull of coral;L’isola del giorno prima;Eco;PROSE;Questo brano descrive un ritrovamento su un pontile.;Io ed essa ridotti a cosa fossile come questo corallo. Perché il teschio di corallo era ancor lì sul ponte, indenne dalla universale consunzione e quindi, poiché sottratto alla morte, unica cosa viva.;33;VT;teschio;7;9;4,309;corallo;7;20;4,302;0,586;0;1,933;2,8;3,2;2,6;;;;;;;Y;N
FA_LIT035;Genitive;fiore di fede;flower of faith;Il Libro delle Vergini;D’Annunzio;PROSE;Questo brano parla dei timori di una donna.;Ella si compresse in una specie di accoglimento cupo, quasi direi sorvegliando sé stessa, sorvegliando i propri atti, i propri pensieri, i minimi moti, pe ‘l timore che quella veemenza di pentimento si esalasse, per l'ansia di conservare intatto dentro di sé quel fiore di fede rigermogliato d'improvviso.;50;VT;fiore;4;231;2,356;fede;5;410;4,304;0,862;0;1,8;1,333;3,933;2,067;45;0;1,53;1,27;3,13;3,6;Y;N
FA_LIT034;Genitive;fiore della fiamma;flower of the flame;Poemi conviviali;Pascoli;POEM;Questo brano descrive la nascita di Tiberio, figlio dell'imperatore Claudio.;Lottano i pini coi disvincolanti \ frassini, e l'elci su la stessa roccia \ coi faggi urtano i vecchi tronchi infranti. \ E il fiore della fiamma apresi e sboccia.;31;VT;fiore;6;151;4,013;fiamma;5;410;4,304;0,78;0;1,6;1,533;3,667;1,6;;;;;;;Y;N
FA_LIT522;Genitive;acquazzone di piombo;downpour of lead;;;;;"Già essi
hanno occupato la spianata, che hai notato anche tu, munita di
artiglierie, di lì hanno rovesciato un acquazzone di piombo e di fuoco
sopra Ampola";25;VT;acquazzone;6;68;4,616;piombo;10;11;4,308;0,783;;;;;;;;;;;;N;Y
FA_LIT086;Genitive;ruggine del fiato;rust of the breath;Poemi conviviali;Pascoli;POEM;Questo brano descrive i pensieri di un uomo che cammina nel bosco.;"Ma trito e secco gli venia da tergo \ sempre lo stesso calpestio discorde, \ misto a uno scabro anelito; né forse \ egli pensò che fosse il picchiar duro \ del taglialegna in echeggiante forra, \ misto alla rauca ruggine del fiato \ era Ate, Ate la zoppa, Ate la vecchia, \ che lo inseguiva con stridente lena, \ veloce, infaticabile.";62;VT;ruggine;5;123;4,13;fiato;7;11;4,313;0,8;0;1,4;1,4;3,667;2,133;47;0;1,6;1,6;3,53;2,2;Y;N
FA_LIT109;Genitive;velo d'acqua;veil of water;Il Libro delle Vergini;D’Annunzio;PROSE;Questo brano parla di una donna che si specchia.;"Poi scese dal letto, staccò dalla parete uno di quelli specchi rococò a cornice d'oro appannati di macchie verdi; con un lembo della coperta tolse la polvere e si guardò dentro, sorridendo. Ella restò a guardarsi a lungo; e godeva allontanare lentamente lo specchio e veder sparire l'immagine in quella luce un po' glauca come in un velo d'acqua marina e quindi riemergere.";67;VT;velo;5;1113;4,232;acqua;4;102;4,318;0,738;0,133;3,133;3,2;2,333;3,267;51;0,4;1,93;1,8;2,33;2,67;Y;N
FA_LIT110;Genitive;velo d'ombra;veil of shadow;I Vecchi e i Giovani;Pirandello;POEM;Questo brano parla di un pastore che raduna il suo gregge.;Ma il pastore si leva, ecco, e per nome \ le chiama e le raduna: quasi un velo \ d'ombra è calato fin sopra le chiome \ degli alberi.;30;VT;velo;5;265;2,845;ombra;4;102;4,318;0,687;0,2;2,8;2,133;2,533;3,133;63;0,2;3,4;2,87;1,4;4,07;Y;N
FA_LIT508;Genitive;sentiero di sangue;path of blood;I divoratori: romanzo;Vivanti, Annie;PROSE;;"Nino fissò gli occhi sul rosso tappeto nuziale che stendeva la sua
striscia scarlatta fino all'orlo della strada. E gli parve un sentiero
di sangue";24;VT;sentiero;6;473;4,181;sangue;8;67;4,33;0,784;;;;;;;;;;;;N;Y
FA_LIT498;Genitive;lembi di desiderio;flaps of desire;Mimi Bluette, fiore del mio giardino: romanzo;Verona, Guido da;PROSE;;"Immaginazioni distanti rinascevano con felicità nel suo confuso
pensiero; lembi di desiderio, staccatisi da lei come petali da una
rosa, tornavano con profumo a ravvolgere le sue vene";26;VT;lembi;9;359;2,659;desiderio;5;25;4,331;0,673;;;;;;;;;;;;N;Y
FA_LIT059;Genitive;nidi d'illusione;nests of illusion;Il sentimento del tempo;Ungaretti;POEM;Questo brano descrive lo scorrere del tempo.;O gioventù, \ Passata è appena l'ora del distacco. \ Cieli alti della gioventù, \ Libero slancio. \ E già sono deserto. \ Preso in questa curva malinconia. \ Ma la notte sperde le lontananze. \ Oceanici silenzi, \ Astrali nidi d'illusione \ O notte.;47;VT;nidi;9;118;2,615;illusione;4;59;4,338;0,82;0;2,733;2;2,867;2,867;95;0;1,53;1,47;2,2;3,53;Y;N
FA_LIT103;Genitive;torrente di gioia;torrent of joy;Il Piacere;D’Annunzio;PROSE;Questo brano descrive il lavoro del poeta.;Maggior poeta è dunque colui che sa discoprire, disviluppare, estrarre un maggior numero di codeste preformazioni ideali. Quando il poeta è prossimo alla scoperta d'uno di tali versi eterni, è avvertito da un divino torrente di gioia che gli invade d'improvviso tutto l'essere.;46;VT;torrente;5;235;3,051;gioia;8;33;4,344;0,818;0,067;2,4;1,8;2,4;3,267;52;0;1,6;1,67;2,33;3,6;Y;N
FA_LIT362;Genitive;torrente di vita;torrent of life;Maternità;Negri, Ada;POEM;;"Torrente di vita che rompi
    le viscere d’Eva, a nutrire
    la gioia e il vigor de la terra,
      maternità";30;VT;torrente;4;2829;2,883;vita;8;33;4,344;0,62;;;;;;;;;;;;N;Y
FA_LIT104;Genitive;torrente di voci;stream of voices;Sogno di Prigione;Campana;PROSE;In questo brano un uomo si sofferma sulle sensazioni legate alla notte.;Nel viola della notte odo canzoni bronzee. La cella è bianca, il giaciglio è bianco. La cella è bianca, piena di un torrente di voci che muoiono nelle angeliche cune.;30;VT;torrente;4;1023;3,247;voci;8;33;4,344;0,83;0;3,267;2,933;2,667;2,867;75;0;2,2;1,67;2,67;2,47;Y;N
FA_LIT142;Genitive;vene di melodia;veins of melody;Momenti: Liriche;Aleramo, Sibilla;POEM;;"In quest'alba,
    ricche le vene di melodia e dolenti,
    che tutti aduno e mesco i desideri eterni";24;VT;vene;7;44;3,286;melodia;4;62;4,351;0,794;;;;;;;;;;;;N;Y
FA_LIT111;Genitive;vene della terra;veins of the earth;Odi e Inni;Pascoli;POEM;Questo brano descrive colline ricche di vegetazione.;La vegetazione impedisce all'acqua piovana di evaporar subito, e questa circola così nelle vene della terra, donde geme in polle e scorre in ruscelli.;25;VT;vene;5;933;4,117;terra;4;62;4,351;0,782;0;2,6;2,867;3;3;;;;;;;Y;N
FA_LIT497;Genitive;zattere di nebbia;raft of fog;Mimi Bluette, fiore del mio giardino: romanzo;Verona, Guido da;PROSE;;"Le sagome ampie degli edifici incastellavano di bianco
la notte invernale; pesanti zattere di nebbia nuotavano su la Senna
invisibile";18;VT;zattere;6;98;3,959;nebbia;7;15;4,36;0,828;;;;;;;;;;;;N;Y
FA_LIT248;Genitive;pioggia di confetti;rain of confetti;Abrakadabra;Ghislanzoni, Antonio;PROSE;;"Una popolazione di oltre
cinquecentomila viaggiatori salutava la città ospitale dall'altezza di
ottocento metri cogli spari delle bombe _fraterne_, le quali,
scoppiando, sviluppavano una pioggia di confetti e di fiori.";28;VT;pioggia;8;5;4,69;confetti;7;183;4,376;0,836;;;;;;;;;;;;N;Y
FA_LIT343;Genitive;pioggia di granate;rain of grenades;La camicia rossa;Mario, Alberto;PROSE;;"Visibile a tutti gli sguardi,
vedevalo anche il nemico e salutavalo con una pioggia di granate che
cadevangli intorno o scoppiavano in alto";21;VT;pioggia;7;36;4,52;granate;7;183;4,376;0,756;;;;;;;;;;;;N;Y
FA_LIT482;Genitive;pioggia di astri;rain of stars;Dal vero;Serao, Matilde;PROSE;;"Lontan lontano, sulla fine
dell'orizzonte, dappresso, da tutte le parti, il firmamento è solcato,
quasi ferito da strisce luminose; sono innumerevoli stelle che cadono,
è una pioggia di astri, è un lusso, una prodigalità di splendori: è
uno spettacolo pieno di vita";39;VT;pioggia;5;32;3,204;astri;7;183;4,376;0,777;;;;;;;;;;;;N;Y
FA_LIT259;Genitive;pioggia di bombe;rain of bombs;Lo assedio di Roma;Guerrazzi, Francesco Domenico;PROSE;;"tra i miei ricordi noto
come un mio amico passando per una contrada presso ponte Sisto di Roma
vide due fanciulle bellissime intente a cucire panni in certa stanza
terrena senza curarsi della pioggia di bombe, che mandavano i
Francesi; di un tratto una bomba lì presso sfonda una casa, e
cascata sul letto dove riposavano due vecchi gli ammazza";55;VT;pioggia;5;210;4,612;bombe;7;183;4,376;0,773;;;;;;;;;;;;N;Y
FA_LIT171;Genitive;pioggia di fiori;rain of flowers;La donna nella vita e nelle opere di Giacomo Leopardi;Boghen Conigliani, Emma;PROSE;;"come la Laura petrarchesca
sotto la pioggia di fiori cadente da l'albero";12;VT;pioggia;5;410;4,523;fiori;7;183;4,376;0,806;;;;;;;;;;;;N;Y
FA_LIT249;Genitive;pioggia di fuoco;rain of fire;Abrakadabra;Ghislanzoni, Antonio;PROSE;;"Ma allorquando una delle tante sette politico-sociali-religiose che
fremono nelle viscere corrose della _Unione_, riuscirà ad ottenere una
prevalenza assoluta; allora, o signori, aspettatevi il diluvio... la
pioggia di fuoco, l'inferno...!";30;VT;pioggia;5;609;4,179;fuoco;7;183;4,376;0,73;;;;;;;;;;;;N;Y
FA_LIT234;Genitive;pioggia di lagrime;rain of tears;Frutti proibiti;Farina, Salvatore;PROSE;;Nuova pioggia di lagrime sulle mani tremanti e carezzevoli di fratel Biagio;12;VT;pioggia;7;176;4,115;lagrime;7;183;4,376;0,674;;;;;;;;;;;;N;Y
FA_LIT230;Genitive;pioggia di pietre;rain of stones;Dopo il divorzio;Deledda, Grazia;PROSE;;"Il paesello
era già deserto e silenzioso; sul selciato rozzo delle strade il passo
dei cavalli risuonava come pioggia di pietre.";19;VT;pioggia;6;220;4,39;pietre;7;183;4,376;0,864;;;;;;;;;;;;N;Y
FA_LIT479;Genitive;pioggia di piombo;rain of lead;Il libro di Don Chisciotte;Scarfoglio, Edoardo;PROSE;;"Io veggo ancora Guglielmo Oberdank
afferrare le cassette piene di caratteri e sbalzarle lietamente per
l'aria, e Umberto Dal Medico mezzo sepolto sotto una pioggia di piombo
frugar tuttavia con le mani cercando qualcosa da fracassare";34;VT;pioggia;6;68;4,616;piombo;7;183;4,376;0,735;;;;;;;;;;;;N;Y
FA_LIT257;Genitive;pioggia di polvere;rain of dust;L'assedio di Firenze;Guerrazzi, Francesco Domenico;PROSE;;"I prigionieri, non abituati a marciare a piedi, essendo i turchestani
tutti cavalieri, non si reggevano più e avevano le gole arse da quella
continua pioggia di polvere finissima, e le palpebre rosse e gonfie";33;VT;pioggia;7;139;4,429;polvere;7;183;4,376;0,717;;;;;;;;;;;;N;Y
FA_LIT245;Genitive;pioggia di pugni;rain of fists;Cantoni il volontario;Garibaldi, Giuseppe;PROSE;;"Gaudenzio si credette spacciato e stava veramente fresco, se la
moltitudine, come abbiam narrato, in luogo di schiamazzare,
confondersi, ondeggiare e rovesciarsi gli uni sugli altri avesse
imitato la pacatezza di Franchi, e somministrato almeno al prete una
pioggia di pugni";37;VT;pioggia;5;168;4,251;pugni;7;183;4,376;0,763;;;;;;;;;;;;N;Y
FA_LIT473;Genitive;pioggia di raggi;rain of rays;La favorita del Mahdi;Salgari, Emilio;PROSE;;"Vista così, sotto una pioggia di raggi solari che si
riflettevano sui monili e sui braccialetti d'oro che le cingevano il
collo e le nude braccia, la si sarebbe presa per una apparizione
celeste, per una urì del paradiso di Mohammed il profeta";41;VT;pioggia;5;136;4,082;raggi;7;183;4,376;0,683;;;;;;;;;;;;N;Y
FA_LIT231;Genitive;pioggia di rame;rain of copper;Dopo il divorzio;Deledda, Grazia;PROSE;;"La
pioggia di rame ed in conseguenza l'assalto dei monelli, che crescevano
sempre più di numero, proseguì fino all'arrivo del corteo alla
chiesetta, dove prete Elias aspettava, scambiando qualche parola col
sagrestano vestito di rosso.";33;VT;pioggia;4;23;4,595;rame;7;183;4,376;0,888;;;;;;;;;;;;N;Y
FA_LIT158;Genitive;pioggia di ricchezze;rain of riches;L'Argentina vista come è;Barzini, Luigi;PROSE;;"Un'infinità di famiglie va avanti
impegolandosi sempre più nei debiti in attesa della _volada_--un colpo
di fortuna--o di una nuova pioggia di ricchezze";22;VT;pioggia;9;112;3,025;ricchezze;7;183;4,376;0,802;;;;;;;;;;;;N;Y
FA_LIT484;Genitive;pioggia di riccioli;rain of curls;La conquista di Roma;Serao, Matilde;PROSE;;"Che sentimento!» esclamò la moglie di un deputato pugliese, una
grassona con una pioggia di riccioli neri sulla fronte rossa e lucida";21;VT;pioggia;8;17;4,643;riccioli;7;183;4,376;0,852;;;;;;;;;;;;N;Y
FA_LIT152;Genitive;pioggia di rottami;rain of scrap;I rossi e i neri;Barrilli, Anton Giulio;PROSE;;"Per alcuni istanti una enorme nuvola ondeggiò sull'oceano, poi una
pioggia di rottami incandescenti piombò sulle onde sibilando, e
la carcassa del veliero, sventrata, invasa dalle acque irrompenti
attraverso alle squarciature, scomparve nei profondi baratri del mare
di Sulu";36;VT;pioggia;7;8;4,428;rottami;7;183;4,376;0,939;;;;;;;;;;;;N;Y
FA_LIT186;Genitive;pioggia di rubini;rain of rubies;Il Miraggio: Romanzo;D'Ambra, Lucio;PROSE;;"Claudina, poggiata al davanzale della finestra, guardava il mare
che s'andava tingendo di rosa al riflesso del cielo, che sempre più
rosseggiava per la magnifica pioggia di rubini del tramonto";29;VT;pioggia;6;7;4,295;rubini;7;183;4,376;0,658;;;;;;;;;;;;N;Y
FA_LIT269;Genitive;pioggia di sangue;rain of blood;Il processo Bartelloni;Jarro;PROSE;;"I primi ad entrar nel palco, dal quale cadeva la pioggia di sangue,
videro un uomo con la testa tutta sfracellata, appoggiata al davanzale
del palco e il cui corpo si era ripiegato nell'angustia dello spazio,
cadendo, dopo la spaventevole ferita";39;VT;pioggia;6;473;4,181;sangue;7;183;4,376;0,804;;;;;;;;;;;;N;Y
FA_LIT246;Genitive;pioggia di sassate;rain of stones;In chiave di baritono;Ghislanzoni, Antonio;PROSE;;"oichè vidi che ogni cosa volgeva alla peggio,
e pareva decretata dai fati la mala riuscita di quella intrapresa,
io pensai bene d'andarmene a pranzo, indi sdraiato sovra un divano,
attendere l'ora dello spettacolo, che, secondo tutte le probabilità,
doveva terminarsi con una pioggia di sassate";44;VT;pioggia;7;7;;sassate;7;183;4,376;0,753;;;;;;;;;;;;N;Y
FA_LIT388;Genitive;pioggia di sorrisi;rain of smiles;Quartetto;Oriani, Alfredo;PROSE;;"Allora era un trionfo, una demenza di evviva, una
girandola di sguardi, una pioggia di sorrisi bianchi come i gelsomini; i
cortigiani erano scomparsi e le musiche tacevano";26;VT;pioggia;7;309;3,876;sorrisi;7;183;4,376;0,797;;;;;;;;;;;;N;Y
FA_LIT348;Genitive;pioggia di stelle;rain of stars;Storie da ridere… e da piangere;Morselli, Ercole Luigi;PROSE;;"S’alzò pian piano, andò a guardare dai vetri dell’uscio, poi l’aprì:
stette a contemplare la sua casetta lì di faccia, che sembrava un
giocattolo dimenticato da un bambino sotto una pioggia di stelle";31;VT;pioggia;6;261;3,77;stelle;7;183;4,376;0,667;;;;;;;;;;;;N;Y
FA_LIT325;Genitive;sipario di fumo;curtain of smoke;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;"Dobbiamo attraversare la platea o salire,
  sotto i fuochi, convergenti dei palchi
  che lancian folgori,
  salire su fino all'invisibile palcoscenico
  dal sipario di fumo";30;VT;sipario;4;117;3,846;fumo;7;28;4,379;0,874;;;;;;;;;;;;N;Y
FA_LIT346;Genitive;sipario di nuvole;curtain of clouds;Mar sanguigno (Offerta al nostro buon vecchio Dio);Milanesi, Guido;PROSE;;"Un vento freddo ed umido arrischiava di quando in
quando qualche ululato, come un mostruoso cantante da tregenda che
si preparasse dietro un sipario di nuvole";24;VT;sipario;6;79;4,284;nuvole;7;28;4,379;0,543;;;;;;;;;;;;N;Y
FA_LIT253;Genitive;manto di gloria;mantle of glory;La battaglia di Benevento: Storia del secolo XIII;Guerrazzi, Francesco Domenico;PROSE;;"così, se vivi senza onore, morrai senza
infamia, e sarai degno che l'Eterno trami nell'arcano dei secoli ai tuoi
tardi nepoti un nuovo manto di gloria";26;VT;manto;6;77;3,403;gloria;5;22;4,389;0,721;;;;;;;;;;;;N;Y
FA_LIT183;Genitive;manto di luce;mantle of light;Racconti e bozzetti;Castelnuovo, Enrico;PROSE;;"Il sole era tramontato, lasciando parte del suo manto di luce a
certe nubi rossastre che si disegnavano nelle più pittoresche fogge
del mondo sugli ultimi lembi dell'orizzonte";27;VT;manto;4;730;3,437;luce;5;22;4,389;0,645;;;;;;;;;;;;N;Y
FA_LIT057;Genitive;morso del pettine;bite of the comb;La figlia della Borea;D’Annunzio;PROSE;In questo brano descrive una giovane donna assiste la protagonista Vijenda.;"""Sedetevi su quella pietra, bella signora,"" le disse la femminetta. Ella si mise a sedere su la pietra, e l'altra sul margine della fontana. ""Posate la testa su le mie ginocchia."" Vijenda poso? la testa meravigliosa su le ginocchia della fanciulla che incomincio? a pettinarla. Cadevano, sotto il morso del pettine, le foglie a una a una. ""Perché, signora, non mi raccontate la vostra storia, mentre io vi pettino?""";71;VT;morso;7;20;4,606;pettine;5;24;4,391;0,754;0;2;2,333;3,533;2,2;;;;;;;Y;N
FA_LIT046;Genitive;grappoli di mondi;bunch of worlds;Nuovi Poemetti;Pascoli;POEM;Il brano descrive l'alba di domenica mattina in un convento.;Spariva sotto i baratri profondi \ colmi di stelle il tacito convento. \ Mucchi di stelle, grappoli di mondi, \ nebbie di cosmi.;23;VT;grappoli;5;2193;2,964;mondi;8;8;4,4;0,807;0;1,333;1,533;3,933;1,8;;;;;;;Y;N
FA_LIT327;Genitive;tappeti di nebbia;carpets of fog;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;"Io scivolo con angoscia
  sui tuoi profondi tappeti di nebbia violetta";12;VT;tappeti;6;98;3,959;nebbia;7;106;4,402;0,874;;;;;;;;;;;;N;Y
FA_LIT082;Genitive;ponte d'argento;bridge of silver;Myricae;Pascoli;POEM;In questo brano un uomo osserva un paesaggio marino.;"M'affaccio alla finestra, e vedo il mare; \ vanno le stelle, tremolano l'onde. \ Vedo stelle passare, onde passare; \ un guizzo chiama, alito risponde. \ Ecco, sospira l'acqua, alita il vento: \ sul mare è apparso un bel ponte d'argento. \ Ponte gettato sui laghi sereni, \ per chi dunque sei fatto e dove meni?";60;VT;ponte;7;122;4,331;argento;5;166;4,404;0,828;0;2,4;2,733;3,133;2,8;67;0,33;2,13;1,87;2,73;3,13;Y;N
FA_LIT347;Genitive;carne di fiori;flesh of flowers;Le origini degli Stati Uniti d'America;Mondaini, Gennaro;PROSE;;"Carne di fiori d'un pallor sì molle
    da sembrar carne di delizia, nata
    in tepori di serra o in cima a un colle";30;VT;carne;5;410;4,523;fiori;5;232;4,412;0,746;;;;;;;;;;;;N;Y
FA_LIT488;Genitive;polvere di seta;dust of silk;L'amore che torna: romanzo;Verona, Guido da;PROSE;;"Il copripiedi soffice, di bella seta chermisi, spiumava da invisibili
scuciture ad ogni moto che si facesse, e tanti piccoli fili, colore
della luce, lievi come una polvere di seta, navigavano via, piano piano,
salendo nel raggio di sole";36;VT;polvere;4;116;4,4;seta;7;139;4,429;0,761;;;;;;;;;;;;N;Y
FA_LIT047;Genitive;grappolo di nidi;bunch of nests;Il Libro delle Vergini;D’Annunzio;PROSE;Questo brano descrive i ricordi di un giovane.;"Il ricordo, per esempio, di tanti gigli dai grandi calici argentei che mi assopirono co 'l profumo una sera di giugno nella stanza di mia sorella; il ricordo di un grappolo di nidi che io feci cadere con una canna dalla grondaia, una mattina di primavera, per rubare le piccole ova perlate alle rondini covanti.";56;VT;grappolo;4;59;4,338;nidi;8;8;4,441;0,737;0;2,333;3,2;3,733;1,933;;;;;;;Y;N
FA_LIT123;Genitive;corde di volontà;ropes of will;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"Anche se l'amore fosse altro, fosse quale l'ho contemplato in me
meraviglioso di virtù, c'è qualcosa ch'esso non attinge, non attingerà
mai, nodo fondo del mio essere, fibre di sogno, fibre segrete, corde di
volontà invisibili fra la mia prima e la mia ultima giornata";46;VT;corde;7;262;1,635;volontà;5;115;4,441;0,573;;;;;;;;;;;;N;Y
FA_LIT324;Genitive;serbatoio di tenebre;tank of darkness;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;"Dovrai diventar bianco, serbatoio di tenebre,
  per non far macchia sulla brina radiosa,
  che imbrillanta la pianura";20;VT;serbatoio;7;30;3,129;tenebre;9;37;4,462;0,813;;;;;;;;;;;;N;Y
FA_LIT491;Genitive;cupola di fumo;dome of smoke;La vita comincia domani: romanzo;Verona, Guido da;PROSE;;"
Al ritorno, la città riappariva, dapprima obliqua, sollevata su la
pianura circostante; poi man mano si delineava più ferma sotto una
cupola di fumo rossastro";23;VT;cupola;4;117;3,846;fumo;6;60;4,464;0,739;;;;;;;;;;;;N;Y
FA_LIT514;Genitive;cupola di nebbia;dome of fog;La freccia nel fianco;Zuccoli, Luciano;PROSE;;"Era quasi l'intero giorno in istrada, sotto la cupola di nebbia che
incombeva d'inverno perennemente sulla città";18;VT;cupola;6;98;3,959;nebbia;6;60;4,464;0,851;;;;;;;;;;;;N;Y
FA_LIT345;Genitive;cupola di nuvole;dome of clouds;Mar sanguigno (Offerta al nostro buon vecchio Dio);Milanesi, Guido;PROSE;;"Dalle giallastre foci del Po al massiccio di
Pesaro dal color di lavagna, fin dove giungeva lo sguardo, sotto una
bassa cupola di nuvole stracciate dal vento";25;VT;cupola;6;79;4,284;nuvole;6;60;4,464;0,835;;;;;;;;;;;;N;Y
FA_LIT217;Genitive;grumo di nuvole;lump of clouds;L'Illusione;De Roberto, Federico;PROSE;;"Cielo ed acqua, una cinerea uniformità da per tutto;
ma come un grumo di nuvole più scure, Ustica appariva sullo sfondo
nebbioso";20;VT;grumo;6;79;4,284;nuvole;5;10;4,469;0,787;;;;;;;;;;;;N;Y
FA_LIT132;Genitive;grumo di pietà;lump of pity;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"Così quella ch'io fui per Andrea e quella che fui per la donna di cui
non dico il nome, rimane per sempre, cosa bianca, grumo di pietà";27;VT;grumo;5;57;3,365;pietà;5;10;4,469;0,913;;;;;;;;;;;;N;Y
